	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	sentire la storia	5	5	5
1	inventare la favola	3	5	3
2	inventare la storia	4	4	4
3	disporre il giudizio	2	2	2
4	narrare la storia	5	4	4
5	sentire l'idea	5	5	5
6	raccontare la favola	5	5	5
7	ritenere il giudizio	2	2	2
8	raccontare la storia	5	5	5
9	esprimere il giudizio	5	5	5
10	sentire il giudizio	5	5	5
11	narrare la favola	5	5	5
12	sentire la poesia	5	5	5
13	seguire la storia	5	5	5
14	ricevere la notizia	5	5	5
15	sentire la favola	5	5	5
16	seguire l'idea	3	3	3
17	sentire la notizia	5	5	5
