	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	4	4	4
1	presentare la domanda	4	3	5
2	spiegare il motivo	3	2	3
3	consultare la sezione	3	3	2
4	consultare l'elenco	4	4	4
5	presentare l'istanza	2	3	2
6	presentare il progetto	4	4	5
7	spiegare la parola	2	2	4
8	spiegare la situazione	3	2	4
9	consultare l'appendice	3	4	4
10	presentare la denuncia	2	3	4
11	presentare il programma	4	3	4
12	consultare l'esperto	3	4	3
13	presentare il problema	3	3	3
14	spiegare la ragione	2	2	3
15	consultare la tabella	4	4	4
16	spiegare il significato	4	2	4
17	spiegare il concetto	4	2	4
