	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	ristrutturare l'ospedale	5	5	5
1	sostenere la caserma	2	2	2
2	valutare la proposta	5	3	4
3	aiutare il collegio	5	5	5
4	istituire l'ufficio	5	5	5
5	visitare la brigata	1	1	1
6	distruggere il monumento	1	1	1
7	costruire l'edificio	5	5	5
8	edificare il socialismo	4	1	1
9	aiutare il cliente	5	5	5
10	istituire il mercato	2	3	3
11	ristrutturare il collegio	5	5	5
12	valutare la condizione	4	3	3
13	distruggere il duomo	1	1	1
14	costruire il duomo	2	1	1
15	sospendere il mercato	1	1	1
16	sospendere il processo	1	1	1
17	edificare la casa	5	5	5
18	distruggere l'esercito	1	1	1
19	sospendere lo sciopero	1	1	1
20	sostenere lo sforzo	5	5	5
21	visitare l'edificio	5	5	5
22	mantenere la squadra	1	1	1
23	valutare l'ipotesi	5	4	4
24	mantenere il castello	1	1	1
25	mantenere l'edificio	2	3	3
26	ristrutturare la scuola	5	5	5
27	istituire la commissione	3	4	4
28	distruggere il reggimento	1	2	2
29	distruggere la brigata	3	2	2
30	distruggere la squadra	1	1	1
31	ristrutturare l'azienda	5	5	5
32	sostenere il contrario	5	5	5
33	costruire il condominio	5	5	5
34	aiutare l'ufficio	5	5	5
35	costruire il reggimento	1	1	1
36	sospendere la seduta	5	5	5
37	ristrutturare il mercato	2	3	3
38	ristrutturare lo albergo	5	5	5
39	visitare la palazzina	5	5	5
40	demolire la casa	5	5	5
41	sostenere l'ospedale	2	1	3
42	aiutare la crescita	4	3	3
43	valutare la chiesa	1	1	1
44	sospendere lo albergo	1	1	1
45	demolire la torre	1	1	1
46	sostenere il mercato	4	3	2
47	aiutare il processo	2	3	3
48	valutare la situazione	5	5	5
49	edificare il collegio	3	4	4
50	valutare l'efficacia	1	2	2
51	edificare lo albergo	5	5	5
52	istituire la scuola	3	4	4
53	aiutare lo albergo	1	2	2
54	costruire il partito	1	1	1
55	costruire l'esercito	3	4	4
56	visitare la famiglia	1	2	2
57	aiutare la caserma	3	2	2
58	costruire il monumento	4	3	2
59	mantenere il comitato	2	3	3
60	visitare l'esercito	2	1	3
61	demolire il muro	2	3	3
62	sostenere l'esame	5	5	5
63	demolire la scuola	5	5	5
64	sostenere l'ufficio	4	3	3
65	distruggere il condominio	4	3	2
66	sospendere l'ufficio	2	3	3
67	visitare il comitato	1	1	1
68	sospendere l'ospedale	1	1	1
69	visitare il castello	2	3	3
70	istituire il servizio	5	5	5
71	distruggere la famiglia	3	4	4
72	demolire il collegio	1	2	2
73	edificare l'ospedale	2	1	3
74	edificare la scuola	4	3	2
75	valutare l'impatto	3	4	4
76	edificare il mercato	1	2	2
77	mantenere la famiglia	3	2	2
78	sostenere la scuola	2	1	3
79	costruire il castello	4	3	3
80	distruggere il palazzo	5	5	5
81	costruire la palazzina	3	4	4
82	distruggere il comitato	1	2	2
83	valutare il rischio	4	3	3
84	mantenere il monumento	5	5	5
85	sospendere la scuola	3	4	4
86	istituire il consiglio	1	2	2
87	sospendere la partita	2	1	3
88	mantenere il duomo	5	5	5
89	costruire la squadra	3	4	4
90	ristrutturare l'appartamento	1	2	2
91	valutare il caso	4	3	3
92	visitare il reggimento	3	4	4
93	istituire lo albergo	1	2	2
94	ristrutturare la chiesa	3	2	2
95	sostenere il collegio	5	5	5
96	ristrutturare la casa	5	5	5
97	visitare il duomo	3	4	4
98	demolire l'ufficio	1	2	2
99	valutare la scuola	4	3	3
100	mantenere il partito	2	3	3
101	istituire il tribunale	5	5	5
102	sospendere il servizio	3	4	4
103	visitare il monumento	1	2	2
104	distruggere il castello	3	4	4
105	edificare il muro	1	2	2
106	demolire la caserma	3	2	2
107	visitare la squadra	1	1	1
108	aiutare il popolo	1	1	1
109	edificare l'ufficio	5	5	5
110	aiutare la scuola	2	2	1
111	distruggere il partito	1	1	1
112	demolire l'ospedale	5	5	5
113	demolire la fondamenta	5	5	5
114	edificare la chiesa	2	2	1
115	sospendere la chiesa	1	1	1
116	mantenere la palazzina	4	3	3
117	mantenere il condominio	1	1	1
118	costruire il palazzo	5	5	5
119	ristrutturare la caserma	5	5	5
120	visitare il partito	1	1	1
121	valutare la caserma	2	2	2
122	aiutare la persona	5	5	5
123	costruire il comitato	1	1	1
124	demolire il mercato	3	2	1
125	costruire il grattacielo	5	5	5
126	istituire la caserma	1	1	1
127	distruggere la palazzina	5	5	5
128	edificare la torre	1	1	1
129	valutare il collegio	4	3	3
130	aiutare il bambino	5	5	5
131	valutare lo albergo	5	5	5
132	ristrutturare l'economia	1	1	1
133	distruggere l'edificio	5	5	5
134	sostenere lo albergo	4	3	3
135	demolire lo albergo	5	5	5
136	sostenere la tesi	5	3	4
137	sospendere la caserma	1	1	1
138	costruire la brigata	1	1	1
139	edificare la villa	5	5	5
140	mantenere l'esercito	1	1	1
141	istituire il collegio	4	3	3
142	visitare il palazzo	3	4	4
143	valutare il risultato	1	2	2
144	edificare la fortezza	3	2	2
145	sostenere il progetto	5	5	5
146	istituire la chiesa	1	1	1
147	valutare l'ufficio	4	5	5
148	mantenere il palazzo	1	1	1
149	aiutare l'ospedale	1	1	1
150	aiutare il mercato	3	2	2
151	aiutare la chiesa	1	1	1
152	ristrutturare l'ufficio	5	5	5
153	aiutare lo sviluppo	2	3	3
154	sostenere lo sviluppo	5	5	5
155	costruire la famiglia	3	4	4
156	istituire il sistema	1	2	2
157	valutare il mercato	4	5	3
158	valutare l'ospedale	5	5	5
159	sospendere la partenza	5	4	4
160	istituire l'ospedale	1	2	2
161	demolire la chiesa	3	2	3
162	sostenere la chiesa	1	1	1
163	sospendere il collegio	2	2	2
164	sostenere la causa	5	5	5
165	sospendere il pagamento	5	5	5
166	edificare la caserma	5	5	5
