	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	valutare il sistema	4	3	4
1	valutare il premio	3	4	3
2	ristrutturare il sistema	4	4	3
3	edificare l'appartamento	4	4	4
4	demolire l'appartamento	4	4	3
5	sostenere il programma	3	3	3
6	edificare la biblioteca	4	3	3
7	istituire il corso	3	4	4
8	istituire la proposta	3	3	3
9	demolire l'economia	3	3	3
10	valutare il programma	3	3	3
11	valutare il progetto	3	3	3
12	sospendere il progetto	3	4	3
13	sostenere il servizio	3	4	4
14	valutare il corso	3	3	4
15	valutare la proposta	3	4	3
16	sospendere il sistema	3	4	4
17	istituire il premio	3	4	4
18	edificare il sistema	4	4	3
19	sospendere il programma	3	3	3
20	sostenere il sistema	3	4	4
21	edificare il museo	4	4	4
22	edificare l'economia	3	3	3
23	istituire l'economia	3	4	3
24	sostenere la proposta	3	3	3
25	sospendere la proposta	3	4	3
26	demolire il sistema	3	4	4
27	valutare l'economia	2	3	3
28	demolire la biblioteca	2	2	3
29	ristrutturare il museo	3	4	4
30	istituire il programma	2	4	3
31	sostenere l'economia	2	3	3
32	demolire il museo	2	3	3
33	ristrutturare la biblioteca	3	4	4
34	sospendere il corso	3	3	3
35	istituire il progetto	2	4	3
36	sospendere l'economia	2	3	3
37	valutare il servizio	3	4	3
