	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	catalogo bagnato	1	4	2
1	catalogo consumato	3	4	2
2	catalogo informatica	2	3	3
3	catalogo scientifico	3	2	3
4	catalogo stampato	4	4	2
5	catalogo tecnico	4	4	3
6	diario bagnato	2	3	4
7	diario consumato	4	4	3
8	diario informatico	3	4	2
9	diario scientifico	4	4	2
10	diario stampato	4	4	2
11	diario tecnico	3	4	2
12	disegno bagnato	1	3	3
13	disegno consumato	1	4	4
14	disegno informatico	1	4	2
15	disegno scientifico	2	4	2
16	disegno stampato	3	4	2
17	disegno tecnico	4	4	3
18	libro bagnato	1	3	3
19	libro consumato	3	4	4
20	libro informatico	2	4	2
21	libro scientifico	4	4	2
22	libro stampato	5	4	2
23	libro tecnico	2	4	2
24	rivista bagnata	1	3	3
25	rivista consumata	3	4	4
26	rivista informatica	2	4	2
27	rivista scientifica	4	4	2
28	rivista stampata	5	4	2
29	rivista tecnica	2	4	3
