	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	sentire la storia	4	5	5
1	inventare la favola	5	3	5
2	inventare la storia	5	3	5
3	disporre il giudizio	3	3	4
4	narrare la storia	5	3	5
5	sentire l'idea	4	5	3
6	raccontare la favola	5	3	5
7	ritenere il giudizio	4	3	3
8	raccontare la storia	5	3	5
9	esprimere il giudizio	5	3	4
10	sentire il giudizio	4	5	3
11	narrare la favola	5	3	5
12	sentire la poesia	4	5	4
13	seguire la storia	4	4	4
14	ricevere la notizia	4	3	5
15	sentire la favola	4	5	4
16	seguire l'idea	4	3	3
17	sentire la notizia	4	5	4
