	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	raccogliere l'acqua	3	4	4
1	aprire la scatola	4	4	4
2	raccogliere la frutta	4	4	4
3	raccogliere il grano	3	4	3
4	aprire il cassetto	4	4	4
5	regalare l'anello	3	3	3
6	regalare il biglietto	3	3	3
7	regalare la bottiglia	3	3	3
8	raccogliere il fiore	4	4	4
9	aprire la bottega	2	3	4
10	aprire il pacco	3	4	4
11	raccogliere la legna	3	4	4
12	regalare il fiore	3	3	3
13	aprire la busta	3	4	4
14	aprire il frigo	3	4	4
15	regalare la gioiello	3	3	3
16	aprire il portone	3	4	4
17	aprire la porta	3	4	4
18	regalare la foto	3	3	4
19	aprire il coperchio	3	4	3
20	regalare la collana	3	3	3
21	aprire la finestra	3	4	4
22	raccogliere l'erba	2	3	3
23	raccogliere la moneta	2	3	3
24	raccogliere la palla	3	3	3
25	aprire il portello	1	1	1
