	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
100	mantenere il partito	4	1	1
101	istituire il tribunale	4	1	1
102	sospendere il servizio	5	2	1
103	visitare il monumento	5	5	5
104	distruggere il castello	5	5	5
105	edificare il muro	5	5	5
106	demolire la caserma	5	4	4
107	visitare la squadra	5	5	5
108	aiutare il popolo	5	3	1
109	edificare l'ufficio	3	3	3
110	aiutare la scuola	5	3	3
111	distruggere il partito	3	1	5
112	demolire l'ospedale	5	4	4
113	demolire la fondamenta	5	5	5
114	edificare la chiesa	5	3	3
115	sospendere la chiesa	1	1	1
116	mantenere la palazzina	4	1	1
117	mantenere il condominio	4	1	1
118	costruire il palazzo	5	5	5
119	ristrutturare la caserma	5	4	4
120	visitare il partito	5	4	4
121	valutare la caserma	5	2	3
122	aiutare la persona	5	3	3
123	costruire il comitato	5	1	1
124	demolire il mercato	4	1	1
125	costruire il grattacielo	5	5	5
126	istituire la caserma	3	1	1
127	distruggere la palazzina	5	5	5
128	edificare la torre	5	5	5
129	valutare il collegio	5	1	3
130	aiutare il bambino	5	3	3
131	valutare lo albergo	5	4	3
132	ristrutturare l'economia	4	1	1
133	distruggere l'edificio	5	5	5
134	sostenere lo albergo	4	1	2
135	demolire lo albergo	5	5	5
136	sostenere la tesi	5	1	1
137	sospendere la caserma	1	1	1
138	costruire la brigata	5	1	1
139	edificare la villa	5	5	5
140	mantenere l'esercito	5	1	2
141	istituire il collegio	5	1	2
142	visitare il palazzo	5	5	5
143	valutare il risultato	5	1	3
144	edificare la fortezza	5	5	5
145	sostenere il progetto	5	1	1
146	istituire la chiesa	5	1	1
147	valutare l'ufficio	5	3	3
148	mantenere il palazzo	3	2	1
149	aiutare l'ospedale	5	3	3
150	aiutare il mercato	5	1	2
151	aiutare la chiesa	5	3	3
152	ristrutturare l'ufficio	5	3	3
153	aiutare lo sviluppo	5	1	1
154	sostenere lo sviluppo	5	1	2
155	costruire la famiglia	5	2	2
156	istituire il sistema	5	1	1
157	valutare il mercato	5	1	3
158	valutare l'ospedale	5	3	3
159	sospendere la partenza	3	4	5
160	istituire l'ospedale	5	1	1
161	demolire la chiesa	5	3	3
162	sostenere la chiesa	5	3	3
163	sospendere il collegio	5	3	3
164	sostenere la causa	5	1	1
165	sospendere il pagamento	5	1	1
166	edificare la caserma	5	3	3
