	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	valutare il sistema	3	2	3
1	valutare il premio	3	2	3
2	ristrutturare il sistema	3	2	2
3	edificare l'appartamento	4	5	5
4	demolire l'appartamento	4	5	5
5	sostenere il programma	3	3	3
6	edificare la biblioteca	3	5	5
7	istituire il corso	4	4	4
8	istituire la proposta	4	2	4
9	demolire l'economia	2	2	2
10	valutare il programma	4	2	3
11	valutare il progetto	4	3	3
12	sospendere il progetto	4	3	4
13	sostenere il servizio	4	3	3
14	valutare il corso	5	3	4
15	valutare la proposta	5	3	4
16	sospendere il sistema	3	3	2
17	istituire il premio	2	3	3
18	edificare il sistema	2	2	2
19	sospendere il programma	4	3	3
20	sostenere il sistema	5	3	3
21	edificare il museo	4	4	4
22	edificare l'economia	3	2	2
23	istituire l'economia	4	2	2
24	sostenere la proposta	5	4	3
25	sospendere la proposta	4	3	3
26	demolire il sistema	4	4	3
27	valutare l'economia	4	3	2
28	demolire la biblioteca	3	5	5
29	ristrutturare il museo	5	5	5
30	istituire il programma	5	3	3
31	sostenere l'economia	5	4	3
32	demolire il museo	3	5	5
33	ristrutturare la biblioteca	5	5	5
34	sospendere il corso	5	5	4
35	istituire il progetto	4	4	3
36	sospendere l'economia	2	3	2
37	valutare il servizio	5	3	3
