	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	chiudere il libro	5	5	5
1	sfogliare il catalogo	4	3	4
2	presentare il libro	5	3	5
3	regalare il diario	3	2	4
4	sfogliare il libro	5	5	5
5	aprire la rivista	4	5	4
6	consultare la rivista	4	5	4
7	regalare il catalogo	4	3	2
8	regalare il libro	4	4	4
9	comprare il libro	5	5	5
10	raccogliere il catalogo	3	3	4
11	comprare il disegno	3	3	2
12	raccogliere il disegno	3	1	4
13	comprare il catalogo	3	4	3
14	raccogliere il libro	4	5	5
15	regalare la rivista	3	2	3
16	raccogliere la rivista	3	5	4
17	consultare il catalogo	3	2	4
18	presentare il catalogo	3	2	3
19	presentare il disegno	3	3	4
20	consultare il libro	5	5	4
21	aprire il catalogo	3	3	4
22	chiudere il catalogo	3	3	3
23	spiegare il disegno	3	4	3
24	presentare il diario	2	5	1
25	chiudere la rivista	3	5	4
26	spiegare il libro	4	5	5
27	regalare il disegno	2	2	3
28	comprare il diario	3	5	4
29	sfogliare il diario	3	4	4
30	aprire il diario	3	4	4
31	chiudere il diario	2	4	5
32	sfogliare la rivista	4	2	4
33	raccogliere il diario	3	2	5
34	presentare la rivista	3	2	3
35	comprare la rivista	5	2	4
36	aprire il libro	5	5	5
