	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	5	5	5
1	avere il tavolo	3	3	3
2	cambiare la scrivania	5	5	5
3	comprare la scrivania	5	5	5
4	avere la sedia	3	3	3
5	dare la sedia	3	3	3
6	cambiare la sedia	5	3	4
7	cambiare il tavolo	5	3	4
8	dare il divano	3	2	2
9	comprare il divano	5	5	5
10	avere la scrivania	3	3	3
11	comprare l'armadio	5	5	5
12	dare la scrivania	3	2	2
13	dare l'armadio	3	2	2
14	cambiare l'armadio	5	3	4
15	comprare la sedia	5	5	5
16	avere il divano	4	3	4
17	dare il tavolo	4	2	3
18	cambiare il divano	5	3	4
19	avere l'armadio	4	3	4
