	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	3	4	3
1	avere il tavolo	4	4	3
2	cambiare la scrivania	4	4	4
3	comprare la scrivania	4	4	4
4	avere la sedia	4	4	3
5	dare la sedia	3	2	3
6	cambiare la sedia	3	3	4
7	cambiare il tavolo	3	3	4
8	dare il divano	2	2	2
9	comprare il divano	3	3	3
10	avere la scrivania	4	3	3
11	comprare l'armadio	3	3	4
12	dare la scrivania	2	2	2
13	dare l'armadio	2	2	2
14	cambiare l'armadio	3	3	3
15	comprare la sedia	3	3	4
16	avere il divano	4	3	2
17	dare il tavolo	2	2	3
18	cambiare il divano	3	4	3
19	avere l'armadio	3	3	3
