	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	portare il pacco	3	4	4
1	portare l'abito	3	2	3
2	offrire il viaggio	2	2	4
3	portare il libro	5	4	4
4	annullare l'intervento	1	2	3
5	preparare il concerto	4	3	4
6	confezionare il cibo	1	3	2
7	preparare la mostra	3	4	3
8	annullare il corso	2	2	3
9	portare il pacchtto	2	4	5
10	pagare il concerto	4	4	5
11	portare il fiore	3	4	5
12	portare il piatto	5	3	4
13	confezionare il piatto	1	3	4
14	confezionare la verdura	1	3	4
15	annullare il servizio	1	1	2
16	portare la verdura	3	3	4
17	offrire la festa	3	2	3
18	prenotare la mostra	1	3	4
19	annullare la spedizione	3	3	4
20	offrire la gita	5	2	3
21	portare la camicia	2	2	4
22	confezionare il fiore	2	4	4
23	prenotare il servizio	3	2	4
24	offrire la mostra	3	1	3
25	prenotare l'iscrizione	4	2	3
26	prenotare la spedizione	3	2	3
27	offrire il convegno	1	1	3
28	prenotare l'incontro	3	4	4
29	annullare l'incontro	3	2	4
30	prenotare l'intervento	3	3	4
31	portare il legno	5	4	2
32	prenotare il concerto	5	3	4
33	annullare l'appuntamento	4	2	4
34	confezionare il libro	2	3	3
35	annullare l'iscrizione	3	2	4
36	annullare la mostra	3	2	4
37	confezionare il carne	2	3	3
38	portare il carne	5	3	3
39	organizzare il concerto	5	3	4
40	prenotare l'appuntamento	3	3	4
41	portare il cibo	5	4	5
42	pagare la mostra	3	4	5
43	annullare il concerto	5	2	4
44	organizzare la mostra	2	3	4
45	offrire la vista	1	1	3
46	offrire il concerto	4	2	3
47	prenotare il corso	5	3	4
