	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	chiudere il libro	5	4	5
1	sfogliare il catalogo	5	5	4
2	presentare il libro	5	5	3
3	regalare il diario	5	5	2
4	sfogliare il libro	5	5	5
5	aprire la rivista	5	5	5
6	consultare la rivista	5	5	5
7	regalare il catalogo	5	5	2
8	regalare il libro	5	5	4
9	comprare il libro	5	5	5
10	raccogliere il catalogo	5	5	2
11	comprare il disegno	5	5	2
12	raccogliere il disegno	4	5	2
13	comprare il catalogo	5	5	3
14	raccogliere il libro	5	5	3
15	regalare la rivista	5	5	3
16	raccogliere la rivista	4	5	1
17	consultare il catalogo	5	5	4
18	presentare il catalogo	5	5	2
19	presentare il disegno	5	5	1
20	consultare il libro	5	5	5
21	aprire il catalogo	5	5	4
22	chiudere il catalogo	5	5	4
23	spiegare il disegno	4	5	2
24	presentare il diario	4	5	2
25	chiudere la rivista	5	5	5
26	spiegare il libro	5	5	4
27	regalare il disegno	5	5	3
28	comprare il diario	5	5	4
29	sfogliare il diario	5	5	4
30	aprire il diario	5	5	4
31	chiudere il diario	5	5	4
32	sfogliare la rivista	5	5	5
33	raccogliere il diario	4	5	1
34	presentare la rivista	5	5	3
35	comprare la rivista	5	5	4
36	aprire il libro	5	5	5
