	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	chiudere il libro	5	5	5
1	sfogliare il catalogo	2	2	2
2	presentare il libro	1	2	2
3	regalare il diario	3	5	5
4	sfogliare il libro	5	2	4
5	aprire la rivista	5	5	5
6	consultare la rivista	5	2	2
7	regalare il catalogo	1	5	1
8	regalare il libro	4	5	5
9	comprare il libro	5	5	5
10	raccogliere il catalogo	2	2	2
11	comprare il disegno	1	5	1
12	raccogliere il disegno	1	5	1
13	comprare il catalogo	1	5	2
14	raccogliere il libro	5	3	5
15	regalare la rivista	3	4	2
16	raccogliere la rivista	2	5	2
17	consultare il catalogo	4	3	3
18	presentare il catalogo	4	4	2
19	presentare il disegno	2	4	2
20	consultare il libro	5	2	5
21	aprire il catalogo	4	5	4
22	chiudere il catalogo	4	5	4
23	spiegare il disegno	2	5	3
24	presentare il diario	3	5	1
25	chiudere la rivista	5	5	2
26	spiegare il libro	5	5	5
27	regalare il disegno	1	5	4
28	comprare il diario	5	5	4
29	sfogliare il diario	5	2	3
30	aprire il diario	5	5	5
31	chiudere il diario	5	5	5
32	sfogliare la rivista	4	2	2
33	raccogliere il diario	5	5	5
34	presentare la rivista	1	5	1
35	comprare la rivista	4	5	4
36	aprire il libro	5	5	5
