	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	istituire il mercato	4	3	2
1	ristrutturare il collegio	5	5	3
2	valutare la condizione	4	3	2
3	distruggere il duomo	3	4	3
4	aiutare lo sviluppo	4	4	3
5	sostenere lo sviluppo	4	4	3
6	costruire la famiglia	4	4	3
7	istituire il sistema	3	2	1
8	valutare il mercato	3	2	2
9	valutare l'ospedale	3	2	2
10	sospendere la partenza	4	4	2
11	istituire l'ospedale	3	3	2
12	ristrutturare l'ospedale	4	4	3
13	sostenere la caserma	3	3	2
14	valutare la proposta	5	4	2
15	sospendere l'ufficio	3	3	2
16	visitare il comitato	4	3	2
17	aiutare l'ospedale	3	3	2
18	aiutare il mercato	2	2	2
19	costruire l'edificio	5	5	5
20	edificare il socialismo	1	1	1
21	aiutare il cliente	5	5	4
22	ristrutturare l'ufficio	3	3	2
23	demolire la chiesa	4	4	4
24	sostenere la chiesa	2	3	2
25	sospendere il collegio	3	3	2
26	sostenere la causa	4	4	3
27	sospendere il pagamento	4	4	2
28	edificare la caserma	4	4	4
29	sostenere il progetto	4	3	2
30	istituire la chiesa	3	3	2
31	valutare l'ufficio	2	2	2
32	mantenere il palazzo	3	3	2
33	costruire il duomo	3	3	3
34	sospendere il mercato	2	2	2
35	sospendere il processo	3	3	2
36	edificare la casa	4	4	3
37	distruggere l'esercito	3	4	2
38	sospendere lo sciopero	3	3	3
39	sostenere lo sforzo	3	4	2
40	visitare l'edificio	4	4	3
41	mantenere la squadra	3	3	2
42	valutare l'ipotesi	2	3	2
43	visitare il castello	4	4	4
44	istituire il servizio	2	2	2
45	distruggere la famiglia	3	3	2
46	demolire il collegio	3	4	4
47	edificare l'ospedale	3	4	3
48	distruggere il castello	3	4	4
49	aiutare la chiesa	2	3	2
50	aiutare la persona	4	3	2
51	costruire il comitato	3	3	2
52	demolire il mercato	2	3	2
53	costruire il grattacielo	4	4	3
54	istituire la caserma	3	3	2
55	mantenere il castello	2	4	2
56	mantenere l'edificio	3	4	2
57	ristrutturare la scuola	3	4	2
58	istituire la commissione	3	3	2
59	distruggere il reggimento	1	3	2
