	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	5	4	4
1	vendere il tavolo	5	4	3
2	riparare la scrivania	5	5	2
3	comprare la scrivania	5	4	2
4	vendere il frigo	5	4	4
5	vendere la sedia	5	4	4
6	pulire la sedia	5	5	5
7	riparare la sedia	5	5	3
8	riparare il frigo	5	5	3
9	riparare il tavolo	5	5	3
10	pulire il divano	5	5	5
11	comprare il divano	5	4	4
12	vendere la scrivania	5	4	2
13	comprare l'armadio	5	4	2
14	pulire la scrivania	5	5	5
15	pulire l'armadio	5	5	5
16	riparare l'armadio	5	5	3
17	comprare la sedia	5	4	3
18	vendere il divano	5	4	4
19	pulire il tavolo	5	5	5
20	comprare il frigo	5	4	3
21	riparare il divano	4	5	3
22	pulire il frigo	5	5	5
23	vendere l'armadio	5	4	4
