	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	valutare il sistema	1	3	1
1	valutare il premio	3	3	4
2	ristrutturare il sistema	1	2	1
3	edificare l'appartamento	2	5	5
4	demolire l'appartamento	3	5	5
5	sostenere il programma	1	2	2
6	edificare la biblioteca	5	5	5
7	istituire il corso	2	4	4
8	istituire la proposta	4	3	3
9	demolire l'economia	1	1	1
10	valutare il programma	4	3	5
11	valutare il progetto	4	4	5
12	sospendere il progetto	4	5	5
13	sostenere il servizio	1	2	1
14	valutare il corso	5	4	4
15	valutare la proposta	4	4	5
16	sospendere il sistema	1	1	2
17	istituire il premio	4	5	5
18	edificare il sistema	1	2	1
19	sospendere il programma	5	5	5
20	sostenere il sistema	1	1	1
21	edificare il museo	5	5	5
22	edificare l'economia	2	2	1
23	istituire l'economia	1	2	1
24	sostenere la proposta	5	3	5
25	sospendere la proposta	1	3	2
26	demolire il sistema	1	1	3
27	valutare l'economia	1	2	1
28	demolire la biblioteca	5	5	5
29	ristrutturare il museo	5	5	5
30	istituire il programma	1	3	2
31	sostenere l'economia	2	4	2
32	demolire il museo	5	5	5
33	ristrutturare la biblioteca	5	5	5
34	sospendere il corso	5	5	5
35	istituire il progetto	5	3	5
36	sospendere l'economia	1	1	1
37	valutare il servizio	3	3	3
