	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	ristrutturare l'ospedale	3	5	5
1	sostenere la caserma	2	3	5
2	valutare la proposta	5	3	5
3	aiutare il collegio	3	3	4
4	istituire l'ufficio	3	4	5
5	visitare la brigata	2	1	5
6	distruggere il monumento	3	4	5
7	costruire l'edificio	3	5	5
8	edificare il socialismo	2	2	5
9	aiutare il cliente	5	2	5
10	istituire il mercato	3	2	4
11	ristrutturare il collegio	3	4	5
12	valutare la condizione	3	3	4
13	distruggere il duomo	3	5	4
14	costruire il duomo	3	5	4
15	sospendere il mercato	3	3	5
16	sospendere il processo	2	3	3
17	edificare la casa	3	5	4
18	distruggere l'esercito	3	2	3
19	sospendere lo sciopero	3	3	4
20	sostenere lo sforzo	4	2	4
21	visitare l'edificio	4	5	4
22	mantenere la squadra	4	3	3
23	valutare l'ipotesi	4	3	3
24	mantenere il castello	3	4	3
25	mantenere l'edificio	4	4	3
26	ristrutturare la scuola	3	5	3
27	istituire la commissione	2	2	4
28	distruggere il reggimento	3	2	4
29	distruggere la brigata	2	2	4
30	distruggere la squadra	4	2	5
31	ristrutturare l'azienda	3	5	4
32	sostenere il contrario	4	3	4
33	costruire il condominio	3	5	4
34	aiutare l'ufficio	3	2	5
35	costruire il reggimento	2	3	3
36	sospendere la seduta	3	2	4
37	ristrutturare il mercato	3	3	3
38	ristrutturare lo albergo	3	5	3
39	visitare la palazzina	4	3	2
40	demolire la casa	3	5	5
41	sostenere l'ospedale	3	3	5
42	aiutare la crescita	4	2	4
43	valutare la chiesa	3	2	4
44	sospendere lo albergo	2	2	5
45	demolire la torre	3	5	5
46	sostenere il mercato	3	2	5
47	aiutare il processo	4	3	4
48	valutare la situazione	4	1	2
49	edificare il collegio	3	5	3
50	valutare l'efficacia	4	2	3
51	edificare lo albergo	2	5	5
52	istituire la scuola	2	3	3
53	aiutare lo albergo	2	2	4
54	costruire il partito	4	3	5
55	costruire l'esercito	2	3	5
56	visitare la famiglia	5	3	5
57	aiutare la caserma	2	3	5
58	costruire il monumento	2	5	5
59	mantenere il comitato	3	3	3
60	visitare l'esercito	3	4	5
61	demolire il muro	3	5	5
62	sostenere l'esame	5	4	5
63	demolire la scuola	2	5	4
64	sostenere l'ufficio	2	3	3
65	distruggere il condominio	2	5	3
66	sospendere l'ufficio	2	3	5
67	visitare il comitato	2	2	3
68	sospendere l'ospedale	2	3	3
69	visitare il castello	4	5	5
70	istituire il servizio	2	3	2
71	distruggere la famiglia	3	3	5
72	demolire il collegio	3	3	4
73	edificare l'ospedale	3	5	5
74	edificare la scuola	3	5	5
75	valutare l'impatto	5	2	4
76	edificare il mercato	4	3	4
77	mantenere la famiglia	5	4	5
78	sostenere la scuola	3	3	3
79	costruire il castello	3	5	5
80	distruggere il palazzo	3	5	4
81	costruire la palazzina	4	5	3
82	distruggere il comitato	2	3	5
83	valutare il rischio	3	3	3
84	mantenere il monumento	3	5	4
85	sospendere la scuola	4	3	5
86	istituire il consiglio	2	3	5
87	sospendere la partita	5	3	4
88	mantenere il duomo	2	3	5
89	costruire la squadra	3	2	5
90	ristrutturare l'appartamento	5	5	5
91	valutare il caso	5	3	5
92	visitare il reggimento	3	4	5
93	istituire lo albergo	4	3	5
94	ristrutturare la chiesa	4	5	4
95	sostenere il collegio	5	3	5
96	ristrutturare la casa	4	5	3
97	visitare il duomo	5	5	5
98	demolire l'ufficio	3	5	3
99	valutare la scuola	4	3	3
100	mantenere il partito	3	3	5
101	istituire il tribunale	2	2	5
102	sospendere il servizio	5	3	5
103	visitare il monumento	4	5	4
104	distruggere il castello	2	5	5
105	edificare il muro	3	5	5
106	demolire la caserma	3	5	4
107	visitare la squadra	4	3	4
108	aiutare il popolo	5	3	5
109	edificare l'ufficio	3	5	3
110	aiutare la scuola	3	2	4
111	distruggere il partito	5	2	5
112	demolire l'ospedale	5	5	5
113	demolire la fondamenta	5	5	5
114	edificare la chiesa	5	5	4
115	sospendere la chiesa	5	3	5
116	mantenere la palazzina	2	3	5
117	mantenere il condominio	3	2	5
118	costruire il palazzo	2	5	5
119	ristrutturare la caserma	2	5	5
120	visitare il partito	3	3	5
121	valutare la caserma	2	2	4
122	aiutare la persona	5	2	5
123	costruire il comitato	3	3	4
124	demolire il mercato	3	3	4
125	costruire il grattacielo	3	5	4
126	istituire la caserma	2	2	5
127	distruggere la palazzina	2	5	3
128	edificare la torre	2	5	4
129	valutare il collegio	3	3	3
130	aiutare il bambino	3	3	4
131	valutare lo albergo	3	3	4
132	ristrutturare l'economia	3	2	4
133	distruggere l'edificio	4	5	3
134	sostenere lo albergo	3	3	3
135	demolire lo albergo	3	5	3
136	sostenere la tesi	4	2	3
137	sospendere la caserma	3	1	3
138	costruire la brigata	4	2	4
139	edificare la villa	3	5	4
140	mantenere l'esercito	2	2	4
141	istituire il collegio	2	3	4
142	visitare il palazzo	5	5	4
143	valutare il risultato	5	2	4
144	edificare la fortezza	3	5	3
145	sostenere il progetto	4	3	2
146	istituire la chiesa	3	3	2
147	valutare l'ufficio	2	2	3
148	mantenere il palazzo	2	2	3
149	aiutare l'ospedale	3	3	4
150	aiutare il mercato	2	3	3
151	aiutare la chiesa	4	3	2
152	ristrutturare l'ufficio	2	5	4
153	aiutare lo sviluppo	3	1	3
154	sostenere lo sviluppo	3	2	3
155	costruire la famiglia	4	3	2
156	istituire il sistema	3	2	5
157	valutare il mercato	3	2	5
158	valutare l'ospedale	4	2	4
159	sospendere la partenza	3	3	4
160	istituire l'ospedale	3	2	5
161	demolire la chiesa	3	5	5
162	sostenere la chiesa	5	2	5
163	sospendere il collegio	4	3	4
164	sostenere la causa	3	2	2
165	sospendere il pagamento	5	4	3
166	edificare la caserma	2	5	3
