	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	chiudere il libro	5	5	5
1	sfogliare il catalogo	5	5	4
2	presentare il libro	1	4	2
3	regalare il diario	2	3	1
4	sfogliare il libro	5	5	4
5	aprire la rivista	5	5	5
6	consultare la rivista	4	4	3
7	regalare il catalogo	1	3	1
8	regalare il libro	2	3	1
9	comprare il libro	4	4	3
10	raccogliere il catalogo	3	5	5
11	comprare il disegno	1	4	3
12	raccogliere il disegno	4	5	5
13	comprare il catalogo	2	4	3
14	raccogliere il libro	5	5	5
15	regalare la rivista	2	3	1
16	raccogliere la rivista	3	5	5
17	consultare il catalogo	2	4	3
18	presentare il catalogo	1	4	2
19	presentare il disegno	1	4	2
20	consultare il libro	5	4	3
21	aprire il catalogo	4	5	5
22	chiudere il catalogo	4	5	5
23	spiegare il disegno	2	2	2
24	presentare il diario	1	1	2
25	chiudere la rivista	5	5	5
26	spiegare il libro	2	2	2
27	regalare il disegno	3	3	1
28	comprare il diario	1	4	2
29	sfogliare il diario	2	5	4
30	aprire il diario	3	5	5
31	chiudere il diario	3	5	5
32	sfogliare la rivista	4	4	4
33	raccogliere il diario	5	5	5
34	presentare la rivista	1	2	2
35	comprare la rivista	3	3	3
36	aprire il libro	5	5	5
