	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	chiudere il libro	5	5	5
1	sfogliare il catalogo	3	5	5
2	presentare il libro	1	1	5
3	regalare il diario	4	5	5
4	sfogliare il libro	5	5	5
5	aprire la rivista	4	5	5
6	consultare la rivista	4	2	5
7	regalare il catalogo	2	5	3
8	regalare il libro	5	5	5
9	comprare il libro	5	5	5
10	raccogliere il catalogo	2	5	5
11	comprare il disegno	1	5	5
12	raccogliere il disegno	2	5	5
13	comprare il catalogo	2	5	5
14	raccogliere il libro	5	5	5
15	regalare la rivista	3	5	5
16	raccogliere la rivista	4	5	5
17	consultare il catalogo	2	2	5
18	presentare il catalogo	1	2	5
19	presentare il disegno	1	2	5
20	consultare il libro	5	2	5
21	aprire il catalogo	2	5	5
22	chiudere il catalogo	2	5	5
23	spiegare il disegno	3	2	5
24	presentare il diario	1	2	5
25	chiudere la rivista	4	5	5
26	spiegare il libro	5	2	5
27	regalare il disegno	3	5	5
28	comprare il diario	4	5	5
29	sfogliare il diario	4	5	5
30	aprire il diario	5	5	5
31	chiudere il diario	5	5	5
32	sfogliare la rivista	4	5	5
33	raccogliere il diario	4	5	5
34	presentare la rivista	1	2	5
35	comprare la rivista	4	5	5
36	aprire il libro	5	5	5
