	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
108	aiutare il popolo	4	4	4
109	edificare l'ufficio	3	4	4
110	aiutare la scuola	4	3	3
111	distruggere il partito	4	3	3
112	demolire l'ospedale	3	5	5
113	demolire la fondamenta	4	4	4
114	edificare la chiesa	3	4	3
115	sospendere la chiesa	1	2	1
116	mantenere la palazzina	1	3	2
117	mantenere il condominio	2	3	2
118	costruire il palazzo	5	5	5
119	ristrutturare la caserma	3	5	4
120	visitare il partito	3	4	2
121	valutare la caserma	1	3	3
122	aiutare la persona	5	3	4
123	costruire il comitato	3	3	2
124	demolire il mercato	3	3	3
125	costruire il grattacielo	5	5	5
126	istituire la caserma	3	4	2
127	distruggere la palazzina	4	5	5
128	edificare la torre	3	4	3
129	valutare il collegio	4	3	3
130	aiutare il bambino	5	4	5
131	valutare lo albergo	5	3	4
132	ristrutturare l'economia	4	3	4
133	distruggere l'edificio	5	5	5
134	sostenere lo albergo	3	3	4
135	demolire lo albergo	4	5	5
136	sostenere la tesi	5	3	5
137	sospendere la caserma	3	3	3
138	costruire la brigata	2	2	3
139	edificare la villa	4	3	3
140	mantenere l'esercito	3	3	3
141	istituire il collegio	3	3	3
142	visitare il palazzo	1	3	4
143	valutare il risultato	5	3	5
144	edificare la fortezza	3	3	4
145	sostenere il progetto	4	3	4
146	istituire la chiesa	4	3	3
147	valutare l'ufficio	3	3	3
148	mantenere il palazzo	2	3	3
149	aiutare l'ospedale	3	2	4
150	aiutare il mercato	3	2	4
151	aiutare la chiesa	3	3	5
152	ristrutturare l'ufficio	4	4	5
153	aiutare lo sviluppo	5	3	4
154	sostenere lo sviluppo	4	3	5
155	costruire la famiglia	4	4	5
156	istituire il sistema	4	3	3
157	valutare il mercato	3	2	5
158	valutare l'ospedale	4	2	4
159	sospendere la partenza	4	3	5
160	istituire l'ospedale	3	3	4
161	demolire la chiesa	2	5	5
162	sostenere la chiesa	4	3	4
163	sospendere il collegio	2	3	3
164	sostenere la causa	4	2	5
165	sospendere il pagamento	5	4	5
166	edificare la caserma	3	4	3
